Señal_0;Señal_1;Target
0,00;0,98;Estable
0,00;0,66;Estable
3,28;0,69;Alerta
8,21;0,98;Alarma
0,49;0,70;Alerta
0,01;0,44;Estable
0,65;0,92;Alarma
0,00;0,93;Estable
0,01;0,46;Estable
0,01;0,48;Estable
-10,16;0,27;Estable
0,00;0,93;Alerta
0,00;0,35;Estable
0,02;0,80;Alerta
5,38;0,13;Estable
0,00;0,67;Estable
0,00;0,68;Estable
0,01;0,93;Alerta
0,02;0,39;Estable
19,41;1,00;Alarma
0,02;0,80;Alerta
0,00;0,79;Alerta
0,00;0,18;Estable
0,00;0,32;Estable
-17,08;0,72;Estable
0,02;0,71;Alerta
0,01;0,86;Alerta
0,02;0,80;Alarma
0,35;0,60;Estable
0,02;0,84;Alarma
0,00;0,23;Estable
0,00;0,77;Estable
0,00;0,80;Estable
0,00;0,77;Estable
0,02;0,70;Alerta
0,00;0,79;Estable
0,63;0,67;Alerta
0,00;0,35;Estable
0,02;0,89;Alerta
0,33;0,17;Estable
7,25;0,84;Alarma
0,00;0,99;Estable
0,01;0,67;Alerta
0,02;0,01;Estable
-14,05;0,24;Estable
0,22;0,57;Estable
0,02;0,70;Alerta
0,00;0,87;Estable
28,58;0,34;Estable
4,09;0,07;Estable
0,00;0,64;Estable
10,82;0,64;Estable
0,00;0,84;Estable
-1,09;0,64;Estable
3,22;0,94;Alarma
0,01;0,78;Alerta
0,02;0,75;Alerta
0,40;0,33;Estable
0,02;0,84;Alarma
0,75;0,54;Estable
0,01;0,49;Estable
-14,09;0,21;Estable
-24,40;0,66;Estable
4,59;0,78;Alerta
0,00;0,13;Estable
-9,89;0,98;Estable
-4,90;0,43;Estable
0,02;0,81;Alarma
0,00;0,97;Alerta
0,00;0,74;Alerta
0,01;0,87;Alerta
1,44;0,69;Alerta
18,91;0,65;Estable
0,02;0,74;Alerta
0,02;0,96;Alerta
0,02;0,84;Alarma
0,63;0,80;Alerta
0,00;0,22;Estable
-9,55;0,91;Estable
0,00;0,59;Estable
0,00;0,27;Estable
0,01;0,97;Alerta
-12,17;0,69;Estable
0,02;0,35;Estable
0,52;0,30;Estable
7,50;0,95;Alarma
1,97;0,24;Estable
18,51;0,48;Estable
0,16;0,68;Alerta
0,02;0,64;Estable
0,02;0,99;Alerta
0,01;0,95;Alerta
0,02;0,66;Alerta
0,02;0,96;Alerta
0,26;0,99;Alarma
0,47;0,88;Alarma
0,75;0,68;Alerta
0,11;0,58;Estable
0,00;0,36;Estable
0,02;0,27;Estable
0,00;0,99;Estable
0,00;0,72;Estable
0,00;0,80;Alerta
0,02;0,78;Alerta
0,01;0,99;Alerta
0,01;0,65;Alerta
0,02;0,89;Alerta
0,00;0,11;Estable
0,00;0,30;Estable
0,00;0,85;Estable
0,00;0,76;Alerta
0,02;0,79;Alerta
-0,10;0,46;Estable
0,00;0,48;Estable
-20,92;0,78;Estable
0,00;0,82;Estable
0,00;0,81;Alerta
0,01;0,33;Estable
0,00;0,92;Estable
0,91;0,11;Estable
0,02;0,71;Alerta
0,00;0,81;Estable
0,00;0,71;Estable
0,69;0,65;Alerta
16,80;0,42;Estable
0,00;0,34;Estable
0,00;0,54;Estable
0,00;0,93;Estable
0,00;0,75;Estable
0,02;0,86;Alarma
0,00;0,73;Estable
4,59;0,52;Estable
0,01;0,54;Estable
0,01;0,80;Alerta
0,14;0,79;Alerta
0,00;0,79;Estable
0,02;0,66;Alerta
0,58;0,78;Alerta
0,00;0,75;Estable
0,01;0,76;Alerta
0,01;0,65;Alerta
0,00;0,76;Alerta
0,02;0,88;Alarma
0,00;0,98;Alerta
0,00;0,64;Estable
0,00;0,64;Estable
0,40;0,70;Alerta
0,00;0,65;Estable
0,00;0,43;Estable
0,34;0,73;Alerta
0,69;0,72;Alerta
0,00;0,34;Estable
5,97;0,47;Estable
0,00;0,72;Alerta
0,02;0,66;Alerta
0,02;0,77;Alerta
0,02;0,66;Alerta
-1,05;0,89;Estable
0,00;0,83;Estable
0,64;0,73;Alerta
0,01;0,19;Estable
0,01;0,68;Alerta
0,02;0,93;Alerta
5,13;0,46;Estable
0,70;0,28;Estable
0,02;0,59;Estable
0,00;1,00;Estable
0,82;0,88;Alarma
14,70;0,18;Estable
0,01;0,15;Estable
8,42;0,52;Estable
0,00;0,39;Estable
0,01;0,64;Estable
17,66;0,07;Estable
0,02;0,98;Alerta
0,02;0,69;Alerta
0,02;0,94;Alarma
0,02;0,78;Alerta
0,00;0,48;Estable
0,02;0,71;Alerta
0,01;0,73;Alerta
0,02;0,77;Alerta
0,51;0,74;Alerta
15,10;0,85;Alarma
0,00;0,67;Alerta
15,61;0,24;Estable
0,00;1,00;Estable
0,00;0,71;Estable
0,01;0,16;Estable
0,00;0,95;Estable
0,00;0,21;Estable
0,00;0,64;Estable
0,00;0,71;Estable
0,29;0,80;Alerta
0,02;0,74;Alerta
0,00;0,96;Estable
0,00;0,98;Estable
0,75;0,82;Alarma
0,02;0,18;Estable
0,00;0,89;Alerta
0,00;0,76;Alerta
24,12;0,04;Estable
0,01;0,88;Alerta
0,80;0,73;Alerta
0,02;0,69;Alerta
0,00;0,60;Estable
0,40;0,64;Estable
0,01;0,35;Estable
0,00;0,80;Estable
0,12;0,66;Alerta
0,00;0,38;Estable
0,37;0,81;Alarma
0,01;0,52;Estable
17,81;1,00;Alarma
0,92;0,28;Estable
9,87;0,99;Alarma
0,02;0,71;Alerta
0,00;0,66;Estable
0,00;0,72;Estable
0,02;0,88;Alerta
0,00;0,74;Alerta
0,00;0,94;Estable
-0,07;0,68;Estable
0,00;0,69;Alerta
0,02;0,92;Alerta
1,55;0,10;Estable
-16,98;0,81;Estable
0,88;0,78;Alerta
0,00;0,74;Alerta
0,00;0,50;Estable
0,00;0,80;Alerta
0,02;0,42;Estable
0,64;0,11;Estable
0,01;0,66;Alerta
0,02;0,98;Alarma
0,01;0,69;Alerta
0,77;0,83;Alarma
0,00;0,45;Estable
0,02;0,47;Estable
0,01;0,23;Estable
0,00;0,59;Estable
0,00;0,12;Estable
0,01;0,81;Alerta
-6,44;0,81;Estable
0,00;0,73;Alerta
0,00;0,76;Estable
0,00;0,74;Estable
5,40;0,35;Estable
0,00;0,88;Estable
0,00;0,86;Alerta
0,02;0,91;Alarma
4,09;0,88;Alarma
0,02;0,25;Estable
0,02;0,29;Estable
0,00;0,96;Estable
0,01;0,44;Estable
0,00;0,65;Estable
0,00;0,79;Estable
0,00;0,79;Estable
0,00;0,55;Estable
0,00;0,84;Alerta
11,89;0,68;Alerta
0,11;0,74;Alerta
0,00;0,79;Estable
-8,98;0,56;Estable
0,01;0,84;Alerta
0,00;0,71;Alerta
0,00;0,57;Estable
0,89;0,78;Alerta
0,01;0,28;Estable
0,93;0,96;Alarma
0,02;0,85;Alarma
0,01;0,96;Alerta
0,00;0,80;Estable
0,01;0,65;Alerta
-8,82;0,76;Estable
12,41;0,80;Alarma
0,01;0,95;Alerta
0,00;0,50;Estable
0,32;0,98;Alarma
0,20;0,76;Alerta
0,99;0,64;Estable
0,00;0,69;Estable
0,46;0,72;Alerta
0,02;0,99;Alerta
0,00;0,23;Estable
0,02;0,71;Alerta
0,00;0,25;Estable
0,01;0,99;Alerta
0,00;0,52;Estable
15,84;0,90;Alarma
0,39;0,81;Alarma
0,00;0,88;Estable
0,00;0,73;Estable
0,00;0,71;Alerta
-20,51;0,79;Estable
0,00;0,73;Estable
0,76;0,52;Estable
0,00;0,82;Estable
1,82;0,85;Alarma
0,02;0,02;Estable
0,02;0,43;Estable
-6,28;0,86;Estable
0,00;0,67;Estable
0,00;0,98;Estable
0,02;0,83;Alerta
0,01;0,84;Alerta
0,00;0,39;Estable
0,00;0,27;Estable
0,01;0,34;Estable
14,92;0,86;Alarma
0,02;0,98;Alerta
0,00;0,93;Estable
0,00;0,74;Alerta
0,64;0,92;Alarma
13,69;0,87;Alarma
0,00;0,86;Estable
0,00;0,38;Estable
7,69;0,79;Alerta
0,01;0,50;Estable
0,63;0,85;Alarma
0,00;0,69;Alerta
0,75;0,70;Alerta
0,00;0,03;Estable
0,00;0,75;Estable
0,02;0,54;Estable
0,01;0,70;Alerta
0,01;0,87;Alerta
0,00;0,69;Alerta
0,00;0,71;Estable
0,00;0,75;Estable
0,00;0,69;Alerta
0,01;0,77;Alerta
15,68;0,65;Alerta
0,57;0,64;Estable
0,01;0,68;Alerta
0,01;0,88;Alerta
-8,32;0,67;Estable
-11,76;0,79;Estable
0,54;0,66;Alerta
0,02;0,95;Alarma
0,00;0,80;Estable
0,99;0,91;Alarma
0,02;0,22;Estable
0,00;0,33;Estable
0,02;0,88;Alerta
0,66;0,66;Alerta
0,00;0,69;Alerta
0,00;0,65;Estable
0,02;0,77;Alerta
18,48;0,92;Alarma
-20,80;0,83;Estable
0,00;0,93;Estable
0,00;0,93;Estable
0,02;0,65;Estable
-2,91;0,64;Estable
0,78;0,50;Estable
0,01;0,90;Alerta
0,00;0,89;Estable
0,84;0,74;Alerta
0,54;0,45;Estable
0,02;0,74;Alerta
-7,52;0,91;Estable
0,01;0,67;Alerta
0,52;0,71;Alerta
0,00;0,66;Estable
0,02;0,25;Estable
14,86;0,34;Estable
0,00;0,95;Alerta
0,02;0,21;Estable
5,82;0,82;Alarma
0,00;0,89;Estable
0,35;0,68;Alerta
0,01;0,19;Estable
0,00;0,65;Estable
0,02;0,77;Alerta
5,97;0,85;Alarma
14,80;0,97;Alarma
0,00;0,96;Estable
0,83;0,75;Alerta
0,02;0,18;Estable
0,00;0,43;Estable
7,94;0,98;Alarma
0,00;0,74;Alerta
0,00;0,64;Estable
0,02;0,12;Estable
0,01;0,55;Estable
-8,01;0,76;Estable
0,00;0,84;Estable
0,01;0,08;Estable
0,02;0,36;Estable
0,00;0,68;Estable
0,00;0,24;Estable
10,35;0,84;Alarma
0,02;0,48;Estable
0,00;0,96;Estable
0,00;0,38;Estable
-3,32;0,29;Estable
0,00;0,74;Estable
0,00;0,62;Estable
0,02;0,04;Estable
0,00;0,36;Estable
0,00;0,84;Estable
0,00;0,00;Estable
0,73;1,00;Alarma
0,01;0,52;Estable
-9,39;0,99;Estable
0,00;0,67;Estable
-21,42;0,76;Estable
0,52;0,68;Alerta
-3,89;0,87;Estable
0,00;0,75;Alerta
0,02;0,75;Alerta
0,02;0,88;Alerta
0,00;0,94;Estable
0,02;0,62;Estable
0,02;0,68;Alerta
0,00;0,42;Estable
0,00;0,81;Estable
0,00;0,83;Estable
0,02;0,77;Alerta
0,02;0,74;Alerta
0,02;0,30;Estable
0,00;0,93;Estable
0,02;0,39;Estable
0,57;0,66;Alerta
0,01;0,39;Estable
0,02;0,32;Estable
0,02;0,77;Alerta
-18,18;0,66;Estable
-3,87;0,98;Estable
0,90;0,73;Alerta
0,02;0,96;Alerta
19,27;0,25;Estable
0,02;0,87;Alarma
0,01;0,94;Alerta
0,00;0,80;Estable
0,02;0,97;Alerta
0,02;0,84;Alerta
3,55;0,97;Alarma
0,02;0,73;Alerta
0,01;0,29;Estable
0,00;0,37;Estable
0,02;0,61;Estable
0,02;0,52;Estable
0,00;0,86;Alerta
0,00;0,83;Alerta
10,82;0,89;Alarma
0,02;0,19;Estable
0,00;0,86;Estable
0,00;0,72;Estable
17,07;0,81;Alarma
0,00;0,73;Estable
0,01;0,83;Alerta
0,00;0,93;Alerta
0,00;0,61;Estable
0,00;0,86;Alerta
1,65;0,69;Alerta
0,00;0,93;Alerta
0,99;0,67;Alerta
0,00;1,00;Alerta
6,07;0,72;Alerta
0,02;0,56;Estable
0,01;0,87;Alerta
0,00;0,42;Estable
-18,31;0,62;Estable
0,01;0,47;Estable
0,00;0,78;Estable
0,00;0,69;Estable
-6,08;0,58;Estable
0,65;0,15;Estable
19,33;0,89;Alarma
0,17;0,79;Alerta
0,93;0,75;Alerta
0,00;0,80;Alerta
0,02;0,65;Alerta
0,02;0,82;Alerta
0,00;0,26;Estable
0,00;0,29;Estable
7,71;0,69;Alerta
0,00;0,84;Estable
0,00;0,56;Estable
0,28;0,84;Alarma
0,00;0,97;Estable
8,59;0,69;Alerta
15,35;0,83;Alarma
0,00;0,81;Estable
0,00;0,30;Estable
0,00;0,28;Estable
0,00;0,98;Estable
0,00;0,78;Alerta
0,39;0,88;Alarma
12,60;0,95;Alarma
-20,25;0,80;Estable
0,10;0,91;Alarma
0,43;0,68;Alerta
0,00;0,67;Estable
0,96;0,37;Estable
16,89;0,30;Estable
0,28;0,95;Alarma
0,00;0,80;Alerta
0,02;0,75;Alerta
0,01;0,35;Estable
0,51;0,77;Alerta
0,00;0,74;Estable
8,42;0,90;Alarma
11,46;0,91;Alarma
0,00;0,89;Estable
0,00;0,45;Estable
0,00;0,70;Estable
19,53;0,68;Alerta
0,00;0,65;Estable
0,00;0,53;Estable
0,00;0,70;Estable
0,30;0,12;Estable
0,96;0,67;Alerta
0,00;0,78;Estable
-14,91;0,37;Estable
0,02;0,74;Alerta
0,02;0,96;Alerta
0,78;0,69;Alerta
5,62;0,75;Alerta
0,00;0,79;Estable
0,02;0,13;Estable
0,95;0,76;Alerta
0,00;1,00;Estable
0,00;0,85;Estable
0,00;0,47;Estable
0,01;0,93;Alerta
0,00;0,50;Estable
0,00;0,77;Estable
9,39;0,94;Alarma
0,00;0,78;Estable
0,02;0,81;Alarma
-21,81;0,97;Estable
0,00;0,98;Estable
0,00;0,17;Estable
0,00;0,69;Alerta
-1,79;0,43;Estable
0,02;0,59;Estable
0,00;0,94;Alerta
-10,09;0,91;Estable
0,24;0,89;Alarma
1,03;0,56;Estable
0,00;0,74;Estable
0,32;0,17;Estable
0,10;0,71;Alerta
0,00;0,80;Estable
2,03;0,75;Alerta
0,00;0,92;Estable
0,00;0,14;Estable
0,02;0,66;Alerta
0,01;0,44;Estable
0,00;0,28;Estable
17,25;0,78;Alerta
0,00;0,78;Alerta
0,00;0,27;Estable
0,02;0,45;Estable
0,02;0,95;Alerta
0,02;0,83;Alerta
0,39;0,41;Estable
0,00;0,73;Estable
0,01;0,62;Estable
0,00;0,76;Estable
6,51;0,82;Alarma
0,00;0,59;Estable
0,00;0,23;Estable
0,01;0,58;Estable
0,00;0,75;Estable
8,21;0,64;Estable
0,00;0,40;Estable
-10,06;0,69;Estable
0,02;0,82;Alarma
0,01;0,75;Alerta
9,63;0,83;Alarma
0,35;0,69;Alerta
0,28;0,78;Alerta
19,73;0,32;Estable
0,00;0,67;Alerta
0,81;0,29;Estable
0,00;0,85;Estable
0,00;0,72;Estable
0,00;0,78;Alerta
0,00;0,87;Estable
0,01;0,05;Estable
0,00;0,77;Estable
11,64;0,66;Alerta
0,02;0,78;Alerta
16,89;0,85;Alarma
0,02;0,24;Estable
0,00;0,66;Alerta
0,00;0,79;Estable
0,01;0,53;Estable
0,00;0,84;Alerta
0,02;0,66;Alerta
0,00;0,46;Estable
0,00;0,69;Estable
1,10;0,13;Estable
0,00;0,94;Alerta
0,00;0,76;Alerta
0,00;0,23;Estable
0,01;0,49;Estable
0,02;0,91;Alarma
0,00;0,78;Alerta
0,02;0,83;Alarma
-2,12;0,70;Estable
-2,57;0,37;Estable
0,01;0,87;Alerta
0,00;0,82;Estable
0,00;0,73;Estable
0,00;0,97;Estable
0,01;0,65;Estable
0,00;0,85;Estable
0,00;0,09;Estable
0,00;0,56;Estable
0,96;0,76;Alerta
0,01;0,79;Alerta
0,01;0,29;Estable
0,00;0,11;Estable
0,02;0,95;Alarma
0,00;0,17;Estable
-18,46;0,93;Estable
0,01;0,41;Estable
0,97;0,68;Alerta
0,78;0,81;Alarma
0,02;0,73;Alerta
0,84;0,78;Alerta
0,58;0,76;Alerta
0,13;0,72;Alerta
0,12;0,70;Alerta
0,00;0,24;Estable
-3,59;0,80;Estable
16,54;0,06;Estable
0,00;0,22;Estable
0,00;0,64;Estable
0,21;0,95;Alarma
0,00;0,98;Alerta
0,00;0,36;Estable
0,00;0,85;Alerta
0,01;1,00;Alerta
0,02;0,71;Alerta
0,02;0,97;Alerta
8,22;0,84;Alarma
0,84;0,64;Estable
0,10;0,74;Alerta
0,70;0,73;Alerta
0,00;0,68;Estable
13,76;0,43;Estable
0,56;0,20;Estable
0,08;0,73;Alerta
0,00;0,76;Alerta
0,00;0,66;Estable
0,01;0,97;Alerta
0,02;0,80;Alerta
0,55;0,21;Estable
0,00;0,85;Estable
0,00;0,65;Alerta
0,01;0,70;Alerta
0,02;0,69;Alerta
0,01;0,68;Alerta
7,94;0,64;Estable
0,00;0,83;Estable
0,72;0,58;Estable
0,00;0,47;Estable
0,00;0,33;Estable
0,02;0,81;Alarma
0,02;0,34;Estable
0,59;0,71;Alerta
0,02;0,77;Alerta
0,55;0,67;Alerta
0,00;0,54;Estable
0,02;0,31;Estable
9,73;0,75;Alerta
0,00;0,97;Estable
0,00;0,29;Estable
0,01;0,27;Estable
0,00;0,82;Alerta
18,91;0,65;Alerta
0,04;0,75;Alerta
0,00;0,67;Estable
0,00;0,65;Estable
0,00;0,77;Estable
0,79;0,33;Estable
0,02;0,76;Alerta
8,09;0,94;Alarma
0,67;0,68;Alerta
0,02;0,53;Estable
0,25;0,75;Alerta
-14,60;0,97;Estable
0,01;0,76;Alerta
0,00;0,49;Estable
11,16;0,86;Alarma
0,01;0,38;Estable
5,46;0,90;Alarma
0,01;0,76;Alerta
0,02;0,98;Alerta
0,00;0,46;Estable
0,01;0,81;Alerta
-11,77;0,84;Estable
0,01;0,98;Alerta
-15,38;0,80;Estable
0,00;0,88;Estable
0,71;0,77;Alerta
0,02;0,41;Estable
10,98;0,79;Alerta
0,00;0,66;Estable
0,01;0,26;Estable
17,66;0,71;Alerta
0,02;0,09;Estable
0,01;0,46;Estable
0,02;0,96;Alerta
0,00;0,76;Alerta
0,69;0,71;Alerta
0,00;0,90;Estable
0,02;0,45;Estable
0,01;0,72;Alerta
0,84;0,77;Alerta
0,34;0,64;Estable
0,00;0,78;Estable
0,00;0,75;Estable
0,00;0,76;Estable
0,01;0,02;Estable
0,01;0,41;Estable
0,00;0,99;Estable
5,82;0,30;Estable
-22,92;0,74;Estable
0,01;0,52;Estable
0,00;0,38;Estable
0,88;0,27;Estable
-11,22;0,90;Estable
1,90;0,93;Alarma
0,02;0,81;Alerta
0,00;0,98;Estable
0,01;0,86;Alerta
0,00;0,94;Estable
0,01;0,67;Alerta
0,02;0,69;Alerta
0,66;0,93;Alarma
0,38;0,31;Estable
0,01;0,45;Estable
0,00;0,94;Estable
0,01;0,98;Alerta
-8,22;0,60;Estable
-23,24;0,53;Estable
0,00;0,71;Estable
0,00;0,52;Estable
-13,71;0,56;Estable
1,00;0,46;Estable
0,02;0,36;Estable
0,02;0,93;Alarma
-14,62;0,85;Estable
0,16;0,65;Estable
0,01;0,85;Alerta
0,02;0,09;Estable
0,02;0,92;Alerta
0,00;0,82;Estable
0,00;0,75;Alerta
0,00;0,56;Estable
0,01;1,00;Alerta
0,31;0,70;Alerta
0,00;0,69;Estable
-16,70;0,81;Estable
12,36;0,93;Alarma
0,00;0,94;Estable
0,02;0,79;Alerta
0,00;0,70;Estable
0,02;0,80;Alerta
0,02;0,26;Estable
0,00;0,68;Alerta
0,01;0,81;Alerta
0,01;0,07;Estable
0,00;0,74;Alerta
0,52;0,74;Alerta
0,00;0,98;Estable
15,49;0,68;Alerta
0,00;0,69;Estable
0,01;0,76;Alerta
0,71;0,66;Alerta
0,02;0,74;Alerta
0,00;0,95;Estable
4,48;0,81;Alarma
0,02;0,64;Estable
0,00;0,75;Estable
0,01;0,88;Alerta
0,00;0,63;Estable
0,00;0,45;Estable
0,02;0,26;Estable
0,00;0,75;Alerta
0,02;0,07;Estable
0,02;0,75;Alerta
0,00;0,28;Estable
0,00;0,86;Alerta
0,94;0,73;Alerta
0,00;0,96;Estable
13,60;0,67;Alerta
0,02;0,91;Alerta
0,00;0,92;Estable
0,00;0,99;Alerta
0,28;0,39;Estable
-6,93;0,81;Estable
5,87;0,39;Estable
0,00;0,76;Estable
0,00;0,75;Estable
1,65;0,64;Estable
0,55;0,47;Estable
0,00;0,75;Estable
0,01;0,03;Estable
0,00;0,28;Estable
0,00;0,80;Estable
5,86;0,24;Estable
-14,77;0,67;Estable
-2,00;0,51;Estable
0,00;0,84;Alerta
0,01;0,93;Alerta
0,00;0,64;Estable
11,46;0,24;Estable
7,82;0,84;Alarma
-7,31;0,50;Estable
0,62;0,79;Alerta
0,00;0,93;Alerta
0,02;0,15;Estable
0,02;0,12;Estable
0,00;0,83;Alerta
-14,48;0,70;Estable
0,02;0,80;Alarma
0,00;0,82;Estable
0,55;0,65;Estable
0,02;0,72;Alerta
0,01;0,97;Alerta
0,85;0,76;Alerta
0,00;0,75;Estable
5,66;0,97;Alarma
0,00;0,77;Alerta
0,00;0,82;Alerta
0,00;0,72;Alerta
0,02;0,72;Alerta
0,02;0,94;Alarma
0,29;0,60;Estable
0,00;0,21;Estable
0,02;0,69;Alerta
0,00;0,93;Estable
0,00;0,88;Estable
0,00;0,37;Estable
0,02;0,74;Alerta
0,00;0,29;Estable
0,00;0,46;Estable
0,01;0,87;Alerta
0,00;0,67;Estable
0,84;0,51;Estable
0,65;0,79;Alerta
0,02;0,92;Alerta
0,00;0,28;Estable
0,76;0,75;Alerta
0,02;0,85;Alerta
0,02;0,80;Alerta
0,00;1,00;Estable
0,00;0,81;Estable
13,33;0,77;Alerta
0,02;0,82;Alerta
-5,67;0,83;Estable
0,00;0,09;Estable
-8,52;0,92;Estable
0,69;0,22;Estable
0,08;0,33;Estable
0,44;0,70;Alerta
0,01;0,72;Alerta
0,02;0,40;Estable
0,00;0,76;Estable
1,43;0,91;Alarma
-16,29;0,52;Estable
0,00;0,86;Estable
0,00;0,66;Alerta
0,00;0,48;Estable
0,00;0,90;Alerta
0,00;0,77;Alerta
0,00;0,68;Alerta
17,13;0,65;Alerta
0,00;0,97;Estable
0,11;0,75;Alerta
0,02;0,93;Alerta
0,01;0,90;Alerta
0,02;0,98;Alerta
17,37;0,84;Alarma
0,00;0,20;Estable
0,02;0,98;Alarma
0,02;0,95;Alarma
0,79;0,70;Alerta
-22,77;0,70;Estable
0,00;0,72;Estable
0,00;0,90;Estable
0,00;0,99;Estable
10,25;0,25;Estable
0,00;0,19;Estable
0,00;0,68;Estable
0,31;0,75;Alerta
1,98;0,67;Alerta
0,02;0,68;Alerta
0,00;0,76;Estable
0,01;0,09;Estable
0,00;0,81;Estable
0,24;0,48;Estable
17,22;0,94;Alarma
0,00;0,50;Estable
0,01;0,93;Alerta
0,00;0,84;Estable
0,02;0,58;Estable
12,76;0,89;Alarma
0,61;0,76;Alerta
0,00;0,90;Alerta
1,00;0,76;Alerta
0,02;0,47;Estable
0,00;0,70;Estable
0,85;0,69;Alerta
0,01;0,36;Estable
0,41;0,80;Alerta
0,01;0,14;Estable
0,01;0,92;Alerta
0,00;0,77;Estable
0,00;0,58;Estable
0,00;0,73;Alerta
-1,06;0,88;Estable
-23,58;0,45;Estable
0,02;0,66;Alerta
11,32;0,99;Alarma
0,01;0,68;Alerta
0,02;0,78;Alerta
0,00;0,77;Estable
0,00;0,30;Estable
-21,26;0,72;Estable
13,81;0,86;Alarma
11,32;0,96;Alarma
0,84;0,79;Alerta
0,00;0,88;Estable
0,01;0,66;Alerta
0,00;0,33;Estable
-22,32;0,68;Estable
0,01;0,99;Alerta
0,02;0,08;Estable
0,00;0,65;Estable
19,56;0,26;Estable
0,02;0,32;Estable
0,00;0,30;Estable
16,26;0,93;Alarma
0,00;0,23;Estable
0,02;0,12;Estable
0,00;0,40;Estable
0,00;0,47;Estable
0,37;0,74;Alerta
21,56;0,22;Estable
0,00;0,66;Estable
0,01;0,77;Alerta
-24,62;0,22;Estable
0,02;0,66;Alerta
0,00;0,76;Estable
0,00;0,18;Estable
0,00;0,92;Estable
0,00;0,77;Estable
0,00;0,99;Alerta
0,02;0,47;Estable
0,01;0,82;Alerta
0,02;0,68;Alerta
0,01;0,91;Alerta
0,00;0,72;Estable
0,02;0,86;Alerta
13,80;0,83;Alarma
0,09;0,71;Alerta
0,02;0,65;Alerta
0,00;0,91;Alerta
0,00;0,69;Alerta
1,10;0,74;Alerta
0,00;0,91;Estable
0,72;0,72;Alerta
0,00;0,69;Estable
0,02;0,89;Alarma
0,00;0,95;Estable
0,01;0,75;Alerta
0,00;0,73;Estable
0,00;0,53;Estable
0,69;0,77;Alerta
0,00;0,96;Estable
0,01;0,75;Alerta
-1,07;0,46;Estable
0,00;0,26;Estable
0,00;0,67;Estable
0,02;0,75;Alerta
0,00;0,45;Estable
12,22;0,94;Alarma
0,00;0,97;Estable
0,02;0,71;Alerta
7,56;0,68;Alerta
0,00;0,68;Alerta
0,02;0,72;Alerta
0,00;0,35;Estable
0,72;0,69;Alerta
0,01;0,16;Estable
1,00;0,68;Alerta
0,00;0,68;Estable
0,08;0,76;Alerta
0,00;0,64;Estable
0,01;0,82;Alerta
-24,18;0,71;Estable
